tipo_imovel,endereco,Link,rotulo,Valor (R$),Data,ocupado,Matrícula,Link do Processo,leiloeiro,Visitação,Formas de Pagamento,Direito de Preferência,Descrição do imóvel,Observações Gerais,Observações Adicionais,Status de Ocupação,Direitos do Compromissário,Andar,Detalhes dos Direitos,Link Saiba Mais,Link do Processo Judicial,Metragem construída,Metragem privativa,Metragem terreno,Metragem total,Metragem útil,Quartos,Status Leilão,Total_Fotos,Vagas
N/A,"Guarulhos / SP - São Miguel Rua Venâncio Aires,  110",https://www.portalzuk.com.br/imovel/sp/guarulhos/sao-miguel/rua-venancio-aires-110/33494-205242,2º leilão,93670.9550,04/08/2025 às 13:30,Este imóvel encontra-se ocupado no momento.,"86.983 do 1º CRI -  Guarulhos/SP
                                      -  Nº Contribuinte: 0935150148203005",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 7.391,45 (08/2023, fls. 138/139).Débitos IPTU/Pref.: Informação Pendente2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 7.391,45 (08/2023, fls. 138/139).Débitos IPTU/Pref.: Informação Pendente2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual).",,,1,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"50,82m²","42,92m²",2,Imóvel ocupado,0,1
N/A,"São Paulo / SP - Vila Andrade Rua Iupeba,  200",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-andrade/rua-iupeba-200/33475-205172,1º leilão,1158708.03,14/07/2025 às 13:40,Este imóvel encontra-se ocupado no momento.,"261.063 do 11º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 17002001778",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Em caso de arrematação, o crédito do exequente no processo em epígrafe, por sua natureza propter rem, acrescido de eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso (mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa), terão preferência sobre os demais, sendo o débito atualizado, acrescido das parcelas vincendas até a realização da alienação (Art. 323, Art. 908, §§ 1º e 2º do CPC e Art. 130, parágrafo único do CTN).Conforme Ata de Assembleia Geral Ordinária de 06/02/2024 do Condomínio Edifício Saint Jamess Park (fls. 1824/1828), o arrematante não arcará com os débitos condominiais que não forem saldados com o produto da venda, sendo responsável somente pelas despesas de condomínio vincendas a partir da arrematação.Débitos Condomínio: R$ 1.522.791,45 (06/2017).Débitos IPTU/Pref.: R$ 912.420,35 (até 03/04/2025, conforme pesquisa no site).2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.6) Serão alienados apenas os Direitos do Promitente Comprador,ou seja, o arrematante assumirá os direitos e deveres do comprador perante o Promitente Vendedor, e portanto deverá buscar a regularização contratual junto ao Vendedor (regularização de cessão de direitos / outorga de escritura definitiva / parcelas inadimplidas).Ver mais","1) Em caso de arrematação, o crédito do exequente no processo em epígrafe, por sua natureza propter rem, acrescido de eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso (mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa), terão preferência sobre os demais, sendo o débito atualizado, acrescido das parcelas vincendas até a realização da alienação (Art. 323, Art. 908, §§ 1º e 2º do CPC e Art. 130, parágrafo único do CTN).Conforme Ata de Assembleia Geral Ordinária de 06/02/2024 do Condomínio Edifício Saint Jamess Park (fls. 1824/1828), o arrematante não arcará com os débitos condominiais que não forem saldados com o produto da venda, sendo responsável somente pelas despesas de condomínio vincendas a partir da arrematação.Débitos Condomínio: R$ 1.522.791,45 (06/2017).Débitos IPTU/Pref.: R$ 912.420,35 (até 03/04/2025, conforme pesquisa no site).2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.6) Serão alienados apenas os Direitos do Promitente Comprador,ou seja, o arrematante assumirá os direitos e deveres do comprador perante o Promitente Vendedor, e portanto deverá buscar a regularização contratual junto ao Vendedor (regularização de cessão de direitos / outorga de escritura definitiva / parcelas inadimplidas).Ver mais",,Direitos do Compromissário Comprador,6,"Imóvel em venda sem escritura para formalização da matrícula. Quando não se tem a certeza da quitação da propriedade, o arrematante assumirá os direitos e deveres do PROMITENTE COMPRADOR, caberá a ele a regularização do imóvel junto ao vendedor.Saiba Mais",https://www.portalzuk.com.br/blog/direitos-do-compromissario-comprador-como-funcionam,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"720,92m²","352,84m²",4,Imóvel ocupado,0,4
N/A,"São Paulo / SP - Vila Andrade Rua Iupeba,  200",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-andrade/rua-iupeba-200/33475-205172,2º leilão,697032.4040,04/08/2025 às 13:40,Este imóvel encontra-se ocupado no momento.,"261.063 do 11º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 17002001778",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Em caso de arrematação, o crédito do exequente no processo em epígrafe, por sua natureza propter rem, acrescido de eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso (mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa), terão preferência sobre os demais, sendo o débito atualizado, acrescido das parcelas vincendas até a realização da alienação (Art. 323, Art. 908, §§ 1º e 2º do CPC e Art. 130, parágrafo único do CTN).Conforme Ata de Assembleia Geral Ordinária de 06/02/2024 do Condomínio Edifício Saint Jamess Park (fls. 1824/1828), o arrematante não arcará com os débitos condominiais que não forem saldados com o produto da venda, sendo responsável somente pelas despesas de condomínio vincendas a partir da arrematação.Débitos Condomínio: R$ 1.522.791,45 (06/2017).Débitos IPTU/Pref.: R$ 912.420,35 (até 03/04/2025, conforme pesquisa no site).2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.6) Serão alienados apenas os Direitos do Promitente Comprador,ou seja, o arrematante assumirá os direitos e deveres do comprador perante o Promitente Vendedor, e portanto deverá buscar a regularização contratual junto ao Vendedor (regularização de cessão de direitos / outorga de escritura definitiva / parcelas inadimplidas).Ver mais","1) Em caso de arrematação, o crédito do exequente no processo em epígrafe, por sua natureza propter rem, acrescido de eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso (mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa), terão preferência sobre os demais, sendo o débito atualizado, acrescido das parcelas vincendas até a realização da alienação (Art. 323, Art. 908, §§ 1º e 2º do CPC e Art. 130, parágrafo único do CTN).Conforme Ata de Assembleia Geral Ordinária de 06/02/2024 do Condomínio Edifício Saint Jamess Park (fls. 1824/1828), o arrematante não arcará com os débitos condominiais que não forem saldados com o produto da venda, sendo responsável somente pelas despesas de condomínio vincendas a partir da arrematação.Débitos Condomínio: R$ 1.522.791,45 (06/2017).Débitos IPTU/Pref.: R$ 912.420,35 (até 03/04/2025, conforme pesquisa no site).2) Eventual necessidade de regularização da construção junto a Prefeitura e/ou Cartório de Registros de Imóveis local, será de responsabilidade do arrematante.3) Condição de venda: À vista (não admite utilização de carta de crédito).4) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento5) Imóvel Ocupado. Desocupação por conta do Arrematante.6) Serão alienados apenas os Direitos do Promitente Comprador,ou seja, o arrematante assumirá os direitos e deveres do comprador perante o Promitente Vendedor, e portanto deverá buscar a regularização contratual junto ao Vendedor (regularização de cessão de direitos / outorga de escritura definitiva / parcelas inadimplidas).Ver mais",,Direitos do Compromissário Comprador,6,"Imóvel em venda sem escritura para formalização da matrícula. Quando não se tem a certeza da quitação da propriedade, o arrematante assumirá os direitos e deveres do PROMITENTE COMPRADOR, caberá a ele a regularização do imóvel junto ao vendedor.Saiba Mais",https://www.portalzuk.com.br/blog/direitos-do-compromissario-comprador-como-funcionam,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"720,92m²","352,84m²",4,Imóvel ocupado,0,4
N/A,"Araçatuba / SP - Chácaras Patrimônio Santana Rua Aviação,  777",https://www.portalzuk.com.br/imovel/sp/aracatuba/chacaras-patrimonio-santana/rua-aviacao-777/33548-205737,1º leilão,99790.54,15/07/2025 às 13:50,Este imóvel encontra-se ocupado no momento.,"97.056 do 1º CRI -  Araçatuba/SP
                                      -  Nº Contribuinte: 1110005003101160119",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: 13.959,80 (02/2020 - fls. 458).Débitos IPTU/Pref.: R$ 4.323,64 (até 08/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Consta às fls. 757/782 a planilha de débito junto a credora fiduciária Caixa Econômica Federal no valor de R$87.793,79 (15/01/2025).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: 13.959,80 (02/2020 - fls. 458).Débitos IPTU/Pref.: R$ 4.323,64 (até 08/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Consta às fls. 757/782 a planilha de débito junto a credora fiduciária Caixa Econômica Federal no valor de R$87.793,79 (15/01/2025).",,,2,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"105,79m²","46,79m²",2,Imóvel ocupado,0,1
N/A,"Araçatuba / SP - Chácaras Patrimônio Santana Rua Aviação,  777",https://www.portalzuk.com.br/imovel/sp/aracatuba/chacaras-patrimonio-santana/rua-aviacao-777/33548-205737,2º leilão,49895.2750,04/08/2025 às 13:50,Este imóvel encontra-se ocupado no momento.,"97.056 do 1º CRI -  Araçatuba/SP
                                      -  Nº Contribuinte: 1110005003101160119",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: 13.959,80 (02/2020 - fls. 458).Débitos IPTU/Pref.: R$ 4.323,64 (até 08/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Consta às fls. 757/782 a planilha de débito junto a credora fiduciária Caixa Econômica Federal no valor de R$87.793,79 (15/01/2025).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: 13.959,80 (02/2020 - fls. 458).Débitos IPTU/Pref.: R$ 4.323,64 (até 08/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Consta às fls. 757/782 a planilha de débito junto a credora fiduciária Caixa Econômica Federal no valor de R$87.793,79 (15/01/2025).",,,2,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"105,79m²","46,79m²",2,Imóvel ocupado,0,1
N/A,"São Paulo / SP - Moema Avenida Ibijaú,  199",https://www.portalzuk.com.br/imovel/sp/sao-paulo/moema/avenida-ibijau-199/33524-205541,1º leilão,2706838.19,15/07/2025 às 15:30,Este imóvel encontra-se ocupado no momento.,"246.261 do 14º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 04116309151",,Judicial de São Paulo - TJSP,N/A,,,N/A,"Consta, às fls. 3803/3814 e 3879/3882, manifestação do MUNICÍPIO DE SÃO PAULO, informando que sobre o imóvel de SQL ascendente nº 041.163.0323-2, embora haja PPI homologado, enquanto não quitados integralmente os débitos tributários, a Fazenda Municipal possui o direito de ver garantida a satisfação integral de seu crédito, ainda que na forma de reserva de valor nos autos, na medida em que, na hipótese de inadimplemento e rompimento do acordo, a dívida será devida em sua integralidade, sem os benefícios e descontos conseguidos noprograma.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com oproduto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN).Débitos de IPTU 2025: R$ 5.603,31 até 12/05/2025.A unidade possui débitos relativos ao seu ascendente, na fração correspondente a 2,82817%. Portanto, sendo a dívida ativa do SQL ascendente, contribuinte nº 041.163.0323-2, no valor total de R$ 11.752.560,32, para 12/05/2025, o valor correspondente à unidade 72 (2,82817%), contribuinte nº 041.163.0915-1, é de R$ 332.382,38, para 12/05/2025.2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuaisopções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do ArrematanteVer mais","Consta, às fls. 3803/3814 e 3879/3882, manifestação do MUNICÍPIO DE SÃO PAULO, informando que sobre o imóvel de SQL ascendente nº 041.163.0323-2, embora haja PPI homologado, enquanto não quitados integralmente os débitos tributários, a Fazenda Municipal possui o direito de ver garantida a satisfação integral de seu crédito, ainda que na forma de reserva de valor nos autos, na medida em que, na hipótese de inadimplemento e rompimento do acordo, a dívida será devida em sua integralidade, sem os benefícios e descontos conseguidos noprograma.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com oproduto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN).Débitos de IPTU 2025: R$ 5.603,31 até 12/05/2025.A unidade possui débitos relativos ao seu ascendente, na fração correspondente a 2,82817%. Portanto, sendo a dívida ativa do SQL ascendente, contribuinte nº 041.163.0323-2, no valor total de R$ 11.752.560,32, para 12/05/2025, o valor correspondente à unidade 72 (2,82817%), contribuinte nº 041.163.0915-1, é de R$ 332.382,38, para 12/05/2025.2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuaisopções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do ArrematanteVer mais",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"194,70m²","121,47m²",3,Imóvel ocupado,0,2
N/A,"São Paulo / SP - Moema Avenida Ibijaú,  199",https://www.portalzuk.com.br/imovel/sp/sao-paulo/moema/avenida-ibijau-199/33524-205541,2º leilão,1353419.0950,04/08/2025 às 15:30,Este imóvel encontra-se ocupado no momento.,"246.261 do 14º CRI -  São Paulo/SP
                                      -  Nº Contribuinte: 04116309151",,Judicial de São Paulo - TJSP,N/A,,,N/A,"Consta, às fls. 3803/3814 e 3879/3882, manifestação do MUNICÍPIO DE SÃO PAULO, informando que sobre o imóvel de SQL ascendente nº 041.163.0323-2, embora haja PPI homologado, enquanto não quitados integralmente os débitos tributários, a Fazenda Municipal possui o direito de ver garantida a satisfação integral de seu crédito, ainda que na forma de reserva de valor nos autos, na medida em que, na hipótese de inadimplemento e rompimento do acordo, a dívida será devida em sua integralidade, sem os benefícios e descontos conseguidos noprograma.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com oproduto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN).Débitos de IPTU 2025: R$ 5.603,31 até 12/05/2025.A unidade possui débitos relativos ao seu ascendente, na fração correspondente a 2,82817%. Portanto, sendo a dívida ativa do SQL ascendente, contribuinte nº 041.163.0323-2, no valor total de R$ 11.752.560,32, para 12/05/2025, o valor correspondente à unidade 72 (2,82817%), contribuinte nº 041.163.0915-1, é de R$ 332.382,38, para 12/05/2025.2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuaisopções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do ArrematanteVer mais","Consta, às fls. 3803/3814 e 3879/3882, manifestação do MUNICÍPIO DE SÃO PAULO, informando que sobre o imóvel de SQL ascendente nº 041.163.0323-2, embora haja PPI homologado, enquanto não quitados integralmente os débitos tributários, a Fazenda Municipal possui o direito de ver garantida a satisfação integral de seu crédito, ainda que na forma de reserva de valor nos autos, na medida em que, na hipótese de inadimplemento e rompimento do acordo, a dívida será devida em sua integralidade, sem os benefícios e descontos conseguidos noprograma.1) Eventuais débitos de IPTU/ITR foro e laudêmio, quando for o caso e demais taxas e impostos até a data da praça serão pagos com oproduto da venda, mediante apresentação de extrato pelo arrematante ao MM. Juízo da causa (Art. 130, parágrafo único do CTN).Débitos de IPTU 2025: R$ 5.603,31 até 12/05/2025.A unidade possui débitos relativos ao seu ascendente, na fração correspondente a 2,82817%. Portanto, sendo a dívida ativa do SQL ascendente, contribuinte nº 041.163.0323-2, no valor total de R$ 11.752.560,32, para 12/05/2025, o valor correspondente à unidade 72 (2,82817%), contribuinte nº 041.163.0915-1, é de R$ 332.382,38, para 12/05/2025.2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuaisopções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do ArrematanteVer mais",,,,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"194,70m²","121,47m²",3,Imóvel ocupado,0,2
N/A,"Osasco / SP - Umuarama Avenida Presidente João Goulart,  06",https://www.portalzuk.com.br/imovel/sp/osasco/umuarama/avenida-presidente-joao-goulart-06/33541-205683,1º leilão,471077.81,15/07/2025 às 15:40,Este imóvel encontra-se ocupado no momento.,"103.335 do 1º CRI -  Osasco/SP
                                      -  Nº Contribuinte: 23242417213800401905",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 29.973,73 (07/2024).Débitos IPTU/Pref.: R$ 49.373,33 (até 07/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme constam as fls. 103/110 dos autos, a credora fiduciária Caixa Econômica Federal - CEF, informa que sobre o referido imóvel consta o saldo devedor de R$ 155.540,91 (atualizado até 16/10/2018).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 29.973,73 (07/2024).Débitos IPTU/Pref.: R$ 49.373,33 (até 07/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme constam as fls. 103/110 dos autos, a credora fiduciária Caixa Econômica Federal - CEF, informa que sobre o referido imóvel consta o saldo devedor de R$ 155.540,91 (atualizado até 16/10/2018).",,,3,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"131,84m²","65,14m²",3,Imóvel ocupado,0,1
N/A,"Osasco / SP - Umuarama Avenida Presidente João Goulart,  06",https://www.portalzuk.com.br/imovel/sp/osasco/umuarama/avenida-presidente-joao-goulart-06/33541-205683,2º leilão,235538.9050,04/08/2025 às 15:40,Este imóvel encontra-se ocupado no momento.,"103.335 do 1º CRI -  Osasco/SP
                                      -  Nº Contribuinte: 23242417213800401905",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 29.973,73 (07/2024).Débitos IPTU/Pref.: R$ 49.373,33 (até 07/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme constam as fls. 103/110 dos autos, a credora fiduciária Caixa Econômica Federal - CEF, informa que sobre o referido imóvel consta o saldo devedor de R$ 155.540,91 (atualizado até 16/10/2018).","1) Conforme determinado no edital, o produto da venda será destinado ao pagamento de débitos de IPTU/Condomínio, e caso o produto da venda não seja suficiente, a diferença será de responsabilidade do arrematante.Débitos Condomínio: R$ 29.973,73 (07/2024).Débitos IPTU/Pref.: R$ 49.373,33 (até 07/05/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante.5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme constam as fls. 103/110 dos autos, a credora fiduciária Caixa Econômica Federal - CEF, informa que sobre o referido imóvel consta o saldo devedor de R$ 155.540,91 (atualizado até 16/10/2018).",,,3,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"131,84m²","65,14m²",3,Imóvel ocupado,0,1
N/A,"Araçatuba / SP - Vila Alba Rua Presidente João Goulart,  555",https://www.portalzuk.com.br/imovel/sp/aracatuba/vila-alba/rua-presidente-joao-goulart-555/33545-205708,1º leilão,152641.27,15/07/2025 às 15:50,Este imóvel encontra-se ocupado no momento.,"107.167 do 1º CRI -  Araçatuba/SP
                                      -  Nº Contribuinte: 4210006007400960828",,Judicial de São Paulo - TJSP,N/A,,,N/A,"1) O arrematante arcará com os débitos pendentes que recaiam sobre o bem, exceto os decorrentes de débitos fiscais e tributários conforme o artigo 130, parágrafo único, do Código Tributário Nacional, e exceto os débitos de condomínio (que possuem natureza propter rem), os quais ficam sub-rogados no preço da arrematação.Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$4.632,99 (até 12/02/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme fls. 97/113 dos autos, o saldo devedor junto à credora fiduciária Caixa Econômica Federal - CEF éde R$ 79.751,56, atualizado até 10/02/2020.","1) O arrematante arcará com os débitos pendentes que recaiam sobre o bem, exceto os decorrentes de débitos fiscais e tributários conforme o artigo 130, parágrafo único, do Código Tributário Nacional, e exceto os débitos de condomínio (que possuem natureza propter rem), os quais ficam sub-rogados no preço da arrematação.Débitos Condomínio: Informação Pendente.Débitos IPTU/Pref.: R$4.632,99 (até 12/02/2025, conforme pesquisa no site).2) Condição de venda: À vista (não admite utilização de carta de crédito).3) Proposta parcelada: Eventuais opções de envio de proposta na seção Formas de pagamento4) Imóvel Ocupado. Desocupação por conta do Arrematante5) Serão alienados apenas os Direitos do Fiduciante, ou seja, o arrematante assumirá os direitos e deveres do mutuário perante a Credora Fiduciária Caixa Econômica Federal, portanto deverá buscar a regularização contratual junto à credora (o que pode ou não implicar no dever de pagamento do saldo contratual). Conforme fls. 97/113 dos autos, o saldo devedor junto à credora fiduciária Caixa Econômica Federal - CEF éde R$ 79.751,56, atualizado até 10/02/2020.",,,6,,,https://www.portalzuk.com.br/leilao-de-imoveis/v/leilao-judicial-sao-paulo-tjsp,,,,"71,75m²","58,56m²",,Imóvel ocupado,0,1
